,Unnamed: 0.1,Unnamed: 0,제목,저자,초록,게재일,한 줄 요약,키워드
77,77,77,Continuous Language Model Interpolation for Dynamic and Controllable Text Generation,"['Sara Kangaslahti', 'David Alvarez-Melis']","As large language models (LLMs) have gained popularity for a variety of use cases, making them adaptable and controllable has become increasingly important, especially for user-facing applications. While the existing literature on LLM adaptation primarily focuses on finding a model (or models) that optimizes a single predefined objective, here we focus on the challenging case where the model must dynamically adapt to diverse -- and often changing -- user preferences. For this, we leverage adaptation methods based on linear weight interpolation, casting them as continuous multi-domain interpolators that produce models with specific prescribed generation characteristics on-the-fly. Specifically, we use low-rank updates to fine-tune a base model to various different domains, yielding a set of anchor models with distinct generation profiles. Then, we use the weight updates of these anchor models to parametrize the entire (infinite) class of models contained within their convex hull. We empirically show that varying the interpolation weights yields predictable and consistent change in the model outputs with respect to all of the controlled attributes. We find that there is little entanglement between most attributes and identify and discuss the pairs of attributes for which this is not the case. Our results suggest that linearly interpolating between the weights of fine-tuned models facilitates predictable, fine-grained control of model outputs with respect to multiple stylistic characteristics simultaneously.","Wed, 10 Apr 2024 15:55:07 UTC",": Large language models, adaptation methods, linear weight interpolation, user preferences, fine-tuning, model outputs.

요약: 대형 언어 모델이 인기를 얻으면서, 사용자 기반 애플리케이션을 위해 모델이 다양하고 변화하는 사용자 선호도에 동적으로 적응해야 하는 어려운 경우에 대해 선형 가중치 보간을 기반으로 한 적응 방법을 활용하여 모델 출력을 다양한 스타일적 특성에 대해 예측 가능하고 세밀하게 제어할 수 있음을 실험적으로 보여줌.","['Large language models', 'adaptation methods', 'linear weight interpolation', 'user preferences', 'fine-tuning', 'model outputs.']"
78,78,78,From Model-centered to Human-Centered: Revision Distance as a Metric for Text Evaluation in LLMs-based Applications,"['Yongqiang Ma', 'Lizhi Qing', 'Jiawei Liu', 'Yangyang Kang', 'Yue Zhang', 'Wei Lu', 'Xiaozhong Liu', 'Qikai Cheng']","Evaluating large language models (LLMs) is fundamental, particularly in the context of practical applications. Conventional evaluation methods, typically designed primarily for LLM development, yield numerical scores that ignore the user experience. Therefore, our study shifts the focus from model-centered to human-centered evaluation in the context of AI-powered writing assistance applications. Our proposed metric, termed ``Revision Distance,'' utilizes LLMs to suggest revision edits that mimic the human writing process. It is determined by counting the revision edits generated by LLMs. Benefiting from the generated revision edit details, our metric can provide a self-explained text evaluation result in a human-understandable manner beyond the context-independent score. Our results show that for the easy-writing task, ``Revision Distance'' is consistent with established metrics (ROUGE, Bert-score, and GPT-score), but offers more insightful, detailed feedback and better distinguishes between texts. Moreover, in the context of challenging academic writing tasks, our metric still delivers reliable evaluations where other metrics tend to struggle. Furthermore, our metric also holds significant potential for scenarios lacking reference texts.","Wed, 10 Apr 2024 15:46:08 UTC",": large language models, evaluation, human-centered, AI-powered writing assistance, Revision Distance, revision edits, self-explained text evaluation.

한국어 요약: 대형 언어 모델 평가는 실용적인 응용 프로그램에 중요한데, 기존의 방법은 사용자 경험을 무시하는 수치적 점수를 제공하는 반면, 본 연구는 인간 중심의 평가로 초점을 옮겨 AI 기반 글쓰기 지원 애플리케이션에서 제안된 'Revision Distance' 메트릭은 인간의 쓰기 과정을 모방한 수정 편집을 제안하여 자체 설명 가능한 텍스트 평가 결과를 제공하며, 다른 메트릭보다 더 세부적인 피드백을 제공하고 텍스트 간 차이를 명확히 구분할 수 있음을","['large language models', 'evaluation', 'human-centered', 'AI-powered writing assistance', 'Revision Distance', 'revision edits', 'self-explained text evaluation.']"
79,79,79,Graph Chain-of-Thought: Augmenting Large Language Models by Reasoning on Graphs,"['Bowen Jin', 'Chulin Xie', 'Jiawei Zhang', 'Kashob Kumar Roy', 'Yu Zhang', 'Suhang Wang', 'Yu Meng', 'Jiawei Han']","Large language models (LLMs), while exhibiting exceptional performance, suffer from hallucinations, especially on knowledge-intensive tasks. Existing works propose to augment LLMs with individual text units retrieved from external knowledge corpora to alleviate the issue. However, in many domains, texts are interconnected (e.g., academic papers in a bibliographic graph are linked by citations and co-authorships) which form a (text-attributed) graph. The knowledge in such graphs is encoded not only in single texts/nodes but also in their associated connections. To facilitate the research of augmenting LLMs with graphs, we manually construct a Graph Reasoning Benchmark dataset called GRBench, containing 1,740 questions that can be answered with the knowledge from 10 domain graphs. Then, we propose a simple and effective framework called Graph Chain-of-thought (Graph-CoT) to augment LLMs with graphs by encouraging LLMs to reason on the graph iteratively. Each Graph-CoT iteration consists of three sub-steps: LLM reasoning, LLM-graph interaction, and graph execution. We conduct systematic experiments with three LLM backbones on GRBench, where Graph-CoT outperforms the baselines consistently. The code is available at this https URL.","Wed, 10 Apr 2024 15:41:53 UTC","대규모 언어 모델(Large language models)을 그래프와 함께 사용하여 지식을 이용해 성능을 향상시키는 연구에서, Graph-CoT 프레임워크가 기존 방법들보다 우수한 성과를 보여주며 연구를 진행하고 있습니다.","['Large language models (LLMs)', 'hallucinations', 'knowledge-intensive tasks', 'external knowledge corpora', 'text-attributed graph', 'Graph Reasoning Benchmark dataset', 'Graph Chain-of-thought (Graph-CoT)', 'LLM-graph interaction', 'systematic experiments.']"
80,80,80,Dynamic Generation of Personalities with Large Language Models,"['Jianzhi Liu', 'Hexiang Gu', 'Tianyu Zheng', 'Liuyu Xiang', 'Huijia Wu', 'Jie Fu', 'Zhaofeng He']","In the realm of mimicking human deliberation, large language models (LLMs) show promising performance, thereby amplifying the importance of this research area. Deliberation is influenced by both logic and personality. However, previous studies predominantly focused on the logic of LLMs, neglecting the exploration of personality aspects. In this work, we introduce Dynamic Personality Generation (DPG), a dynamic personality generation method based on Hypernetworks. Initially, we embed the Big Five personality theory into GPT-4 to form a personality assessment machine, enabling it to evaluate characters' personality traits from dialogues automatically. We propose a new metric to assess personality generation capability based on this evaluation method. Then, we use this personality assessment machine to evaluate dialogues in script data, resulting in a personality-dialogue dataset. Finally, we fine-tune DPG on the personality-dialogue dataset. Experiments prove that DPG's personality generation capability is stronger after fine-tuning on this dataset than traditional fine-tuning methods, surpassing prompt-based GPT-4.","Wed, 10 Apr 2024 15:17:17 UTC",": large language models, deliberation, logic, personality, Dynamic Personality Generation, Hypernetworks, Big Five personality theory, GPT-4, fine-tuning.

한국어 요약: 이 연구에서는 Hypernetworks를 기반으로 한 Dynamic Personality Generation(DPG) 방법을 소개하며, GPT-4에 대다섯 요인 성격 이론을 포함하여 인물의 성격 특성을 자동으로 평가할 수 있는 성격 평가 기계를 구축하고, 이를 통해 대화 스크립트 데이터에서 성격-대화 데이터셋을 구축하고 DPG를 이 데이터셋에서 세밀하게 조정함으로써 GPT-4를 능가하는 더 강력한 성격 생성 능력을 입증합니다.","['large language models', 'deliberation', 'logic', 'personality', 'Dynamic Personality Generation', 'Hypernetworks', 'Big Five personality theory', 'GPT-4', 'fine-tuning.']"
81,81,81,Groundedness in Retrieval-augmented Long-form Generation: An Empirical Study,['Alessandro Stolfo'],"We present an empirical study of groundedness in long-form question answering (LFQA) by retrieval-augmented large language models (LLMs). In particular, we evaluate whether every generated sentence is grounded in the retrieved documents or the model's pre-training data. Across 3 datasets and 4 model families, our findings reveal that a significant fraction of generated sentences are consistently ungrounded, even when those sentences contain correct ground-truth answers. Additionally, we examine the impacts of factors such as model size, decoding strategy, and instruction tuning on groundedness. Our results show that while larger models tend to ground their outputs more effectively, a significant portion of correct answers remains compromised by hallucinations. This study provides novel insights into the groundedness challenges in LFQA and underscores the necessity for more robust mechanisms in LLMs to mitigate the generation of ungrounded content.","Wed, 10 Apr 2024 14:50:10 UTC",": groundedness, long-form question answering (LFQA), retrieval-augmented large language models (LLMs), datasets, model families, ungrounded sentences, model size, decoding strategy, instruction tuning, hallucinations, robust mechanisms.

한국어 요약: 이 연구는 장문형 질문 응답(LFQA)에서 검색 증강 대형 언어 모델(LLMs)에 대한 실증 연구를 제시합니다.","['groundedness', 'long-form question answering (LFQA)', 'retrieval-augmented large language models (LLMs)', 'datasets', 'model families', 'ungrounded sentences', 'model size', 'decoding strategy', 'instruction tuning', 'hallucinations', 'robust mechanisms.']"
82,82,82,A Mathematical Theory for Learning Semantic Languages by Abstract Learners,"['Kuo-Yu Liao', 'Cheng-Shang Chang', 'Y.-W. Peter Hong']","Recent advances in Large Language Models (LLMs) have demonstrated the emergence of capabilities (learned skills) when the number of system parameters and the size of training data surpass certain thresholds. The exact mechanisms behind such phenomena are not fully understood and remain a topic of active research. Inspired by the skill-text bipartite graph model presented in [1] for modeling semantic language, we develop a mathematical theory to explain the emergence of learned skills, taking the learning (or training) process into account. Our approach models the learning process for skills in the skill-text bipartite graph as an iterative decoding process in Low-Density Parity Check (LDPC) codes and Irregular Repetition Slotted ALOHA (IRSA). Using density evolution analysis, we demonstrate the emergence of learned skills when the ratio of the size of training texts to the number of skills exceeds a certain threshold. Our analysis also yields a scaling law for testing errors relative to the size of training texts. Upon completion of the training, we propose a method for semantic compression and discuss its application in semantic communication.","Wed, 10 Apr 2024 13:50:46 UTC",": Large Language Models, learned skills, training data, mathematical theory, bipartite graph model, iterative decoding process, Low-Density Parity Check codes, Irregular Repetition Slotted ALOHA, density evolution analysis, scaling law, semantic compression, semantic communication.

한국어 요약: 최근의 대형 언어 모델(Large Language Models)의 발전은 일정 임계값을 초과하는 시스템 매개변수 수와 교육 데이터 크기에서 능력(습득된 기술)의 발생을 입증하였으며, 이러한 현상의 정확한 메커니즘은 완전히 이해되지 않았으며 활발하게 연구되는 주제입니다.","['Large Language Models', 'learned skills', 'training data', 'mathematical theory', 'bipartite graph model', 'iterative decoding process', 'Low-Density Parity Check codes', 'Irregular Repetition Slotted ALOHA', 'density evolution analysis', 'scaling law', 'semantic compression', 'semantic communication.']"
83,83,83,WordDecipher: Enhancing Digital Workspace Communication with Explainable AI for Non-native English Speakers,"['Yuexi Chen', 'Zhicheng Liu']","Non-native English speakers (NNES) face challenges in digital workspace communication (e.g., emails, Slack messages), often inadvertently translating expressions from their native languages, which can lead to awkward or incorrect usage. Current AI-assisted writing tools are equipped with fluency enhancement and rewriting suggestions; however, NNES may struggle to grasp the subtleties among various expressions, making it challenging to choose the one that accurately reflects their intent. Such challenges are exacerbated in high-stake text-based communications, where the absence of non-verbal cues heightens the risk of misinterpretation. By leveraging the latest advancements in large language models (LLM) and word embeddings, we propose WordDecipher, an explainable AI-assisted writing tool to enhance digital workspace communication for NNES. WordDecipher not only identifies the perceived social intentions detected in users' writing, but also generates rewriting suggestions aligned with users' intended messages, either numerically or by inferring from users' writing in their native language. Then, WordDecipher provides an overview of nuances to help NNES make selections. Through a usage scenario, we demonstrate how WordDecipher can significantly enhance an NNES's ability to communicate her request, showcasing its potential to transform workspace communication for NNES.","Wed, 10 Apr 2024 13:40:29 UTC",": Non-native English speakers, digital workspace communication, AI-assisted writing tools, large language models, WordDecipher.

한국어 요약: WordDecipher는 최신 언어 모델과 단어 임베딩을 활용하여 비영어 원어민 사용자들의 디지털 작업 공간 커뮤니케이션을 향상시키는 설명 가능한 AI 보조 작성 도구로, 사용자의 의도에 부합하는 재작성 제안을 제공하고 언어의 세부 차이를 설명하여 선택을 도와줍니다.","['Non-native English speakers', 'digital workspace communication', 'AI-assisted writing tools', 'large language models', 'WordDecipher.']"
84,84,84,Event Grounded Criminal Court View Generation withCooperative (Large) Language Models,"['Linan Yue', 'Qi Liu', 'Lili Zhao', 'Li Wang', 'Weibo Gao', 'Yanqing An']","With the development of legal intelligence, Criminal Court View Generation has attracted much attention as a crucial task of legal intelligence, which aims to generate concise and coherent texts that summarize case facts and provide explanations for verdicts. Existing researches explore the key information in case facts to yield the court views. Most of them employ a coarse-grained approach that partitions the facts into broad segments (e.g., verdict-related sentences) to make predictions. However, this approach fails to capture the complex details present in the case facts, such as various criminal elements and legal events. To this end, in this paper, we propose an Event Grounded Generation (EGG) method for criminal court view generation with cooperative (Large) Language Models, which introduces the fine-grained event information into the generation. Specifically, we first design a LLMs-based extraction method that can extract events in case facts without massive annotated events. Then, we incorporate the extracted events into court view generation by merging case facts and events. Besides, considering the computational burden posed by the use of LLMs in the extraction phase of EGG, we propose a LLMs-free EGG method that can eliminate the requirement for event extraction using LLMs in the inference phase. Extensive experimental results on a real-world dataset clearly validate the effectiveness of our proposed method.","Wed, 10 Apr 2024 13:31:07 UTC",": Legal intelligence, Criminal Court View Generation, Event Grounded Generation (EGG), Cooperative (Large) Language Models, Fine-grained event information, Case facts, Verdicts, Criminal elements, Legal events, Experimental results, Real-world dataset

Summary in Korean: 법적 지능의 발전으로 인해, 형사 법원 의견 생성은 사건 사실을 요약하고 판결에 대한 설명을 제공하는 간결하고 일관된 텍스트를 생성하는 중요한 작업으로 주목받고 있습니다. 이 논문에서는 형사 법원 의견 생성을 위한 이벤트 중심 생성(EGG) 방법을 소개하며, 이를 통해 사건 사실과 이벤트를 융합하여 법원 의견을 생성하는 방법을 제안합니다.","['Legal intelligence', 'Criminal Court View Generation', 'Event Grounded Generation (EGG)', 'Cooperative (Large) Language Models', 'Fine-grained event information', 'Case facts', 'Verdicts', 'Criminal elements', 'Legal events', 'Experimental results', 'Real-world dataset']"
85,85,85,XNLIeu: a dataset for cross-lingual NLI in Basque,"['Maite Heredia', 'Julen Etxaniz', 'Muitze Zulaika', 'Xabier Saralegi', 'Jeremy Barnes', 'Aitor Soroa']","XNLI is a popular Natural Language Inference (NLI) benchmark widely used to evaluate cross-lingual Natural Language Understanding (NLU) capabilities across languages. In this paper, we expand XNLI to include Basque, a low-resource language that can greatly benefit from transfer-learning approaches. The new dataset, dubbed XNLIeu, has been developed by first machine-translating the English XNLI corpus into Basque, followed by a manual post-edition step. We have conducted a series of experiments using mono- and multilingual LLMs to assess a) the effect of professional post-edition on the MT system; b) the best cross-lingual strategy for NLI in Basque; and c) whether the choice of the best cross-lingual strategy is influenced by the fact that the dataset is built by translation. The results show that post-edition is necessary and that the translate-train cross-lingual strategy obtains better results overall, although the gain is lower when tested in a dataset that has been built natively from scratch. Our code and datasets are publicly available under open licenses.","Wed, 10 Apr 2024 13:19:56 UTC","본 논문에서는 저자들이 영어 XNLI 코퍼스를 바스크어로 기계 번역하고 전문적인 후편집을 거쳐 새로운 데이터셋인 XNLIeu를 개발하였으며, 이를 통해 바스크어 자연어 이해 능력에 대한 교차언어 전이 학습 방법을 평가하는 실험을 진행한 결과를 보고하고 있습니다.","['XNLI', 'Natural Language Inference', 'Basque', 'transfer-learning', 'cross-lingual', 'NLU', 'dataset', 'machine translation', 'post-edition', 'LLMs', 'professional', 'strategy', 'translation', 'code', 'datasets.']"
86,86,86,Quati: A Brazilian Portuguese Information Retrieval Dataset from Native Speakers,"['Mirelle Bueno', 'Eduardo Seiti de Oliveira', 'Rodrigo Nogueira', 'Roberto A. Lotufo', 'Jayr Alencar Pereira']","Despite Portuguese being one of the most spoken languages in the world, there is a lack of high-quality information retrieval datasets in that language. We present Quati, a dataset specifically designed for the Brazilian Portuguese language. It comprises a collection of queries formulated by native speakers and a curated set of documents sourced from a selection of high-quality Brazilian Portuguese websites. These websites are frequented more likely by real users compared to those randomly scraped, ensuring a more representative and relevant corpus. To label the query-document pairs, we use a state-of-the-art LLM, which shows inter-annotator agreement levels comparable to human performance in our assessments. We provide a detailed description of our annotation methodology to enable others to create similar datasets for other languages, providing a cost-effective way of creating high-quality IR datasets with an arbitrary number of labeled documents per query. Finally, we evaluate a diverse range of open-source and commercial retrievers to serve as baseline systems. Quati is publicly available at this https URL and all scripts at this https URL .","Wed, 10 Apr 2024 12:42:28 UTC",": Portuguese language, information retrieval datasets, Quati dataset, Brazilian Portuguese, native speakers, high-quality websites, annotation methodology, LLM, inter-annotator agreement, baseline systems.

한국어 요약: 이 연구에서는 세계에서 가장 많이 사용되는 포르투갈어에 대한 고품질 정보 검색 데이터셋의 부족함을 지적하고, 브라질 포르투갈어를 위해 특별히 설계된 Quati 데이터셋을 소개합니다.","['Portuguese language', 'information retrieval datasets', 'Quati dataset', 'Brazilian Portuguese', 'native speakers', 'high-quality websites', 'annotation methodology', 'LLM', 'inter-annotator agreement', 'baseline systems.']"
87,87,87,Advancing Real-time Pandemic Forecasting Using Large Language Models: A COVID-19 Case Study,"['Hongru Du', 'Jianan Zhao', 'Yang Zhao', 'Shaochong Xu', 'Xihong Lin', 'Yiran Chen', 'Lauren M. Gardner', 'Hao Frank Yang']","Forecasting the short-term spread of an ongoing disease outbreak is a formidable challenge due to the complexity of contributing factors, some of which can be characterized through interlinked, multi-modality variables such as epidemiological time series data, viral biology, population demographics, and the intersection of public policy and human behavior. Existing forecasting model frameworks struggle with the multifaceted nature of relevant data and robust results translation, which hinders their performances and the provision of actionable insights for public health decision-makers. Our work introduces PandemicLLM, a novel framework with multi-modal Large Language Models (LLMs) that reformulates real-time forecasting of disease spread as a text reasoning problem, with the ability to incorporate real-time, complex, non-numerical information that previously unattainable in traditional forecasting models. This approach, through a unique AI-human cooperative prompt design and time series representation learning, encodes multi-modal data for LLMs. The model is applied to the COVID-19 pandemic, and trained to utilize textual public health policies, genomic surveillance, spatial, and epidemiological time series data, and is subsequently tested across all 50 states of the U.S. Empirically, PandemicLLM is shown to be a high-performing pandemic forecasting framework that effectively captures the impact of emerging variants and can provide timely and accurate predictions. The proposed PandemicLLM opens avenues for incorporating various pandemic-related data in heterogeneous formats and exhibits performance benefits over existing models. This study illuminates the potential of adapting LLMs and representation learning to enhance pandemic forecasting, illustrating how AI innovations can strengthen pandemic responses and crisis management in the future.","Wed, 10 Apr 2024 12:22:03 UTC",": disease outbreak, forecasting model, Large Language Models, pandemic, COVID-19, public health policies, genomic surveillance, spatial data, epidemiological time series data, variants.

한글 요약: 본 연구는 다중 언어 모델을 활용한 새로운 팬데믹 예측 프레임워크인 PandemicLLM을 소개하며, COVID-19 팬데믹을 대상으로 텍스트 추론 문제로 실시간 예측을 재구성하여 신속하고 정확한 예측을 제공하는 고성능 팬데믹 예측 프레임워크를 제시하고 있습니다.","['disease outbreak', 'forecasting model', 'Large Language Models', 'pandemic', 'COVID-19', 'public health policies', 'genomic surveillance', 'spatial data', 'epidemiological time series data', 'variants.']"
88,88,88,Accelerating Inference in Large Language Models with a Unified Layer Skipping Strategy,"['Yijin Liu', 'Fandong Meng', 'Jie Zhou']","Recently, dynamic computation methods have shown notable acceleration for Large Language Models (LLMs) by skipping several layers of computations through elaborate heuristics or additional predictors. However, in the decoding process of existing approaches, different samples are assigned different computational budgets, which cannot guarantee a stable and precise acceleration effect. Furthermore, existing approaches generally skip multiple contiguous layers at the bottom or top of the layers, leading to a drastic change in the model's layer-wise representations, and thus a consequent performance degeneration. Therefore, we propose a Unified Layer Skipping strategy, which selects the number of layers to skip computation based solely on the target speedup ratio, and then skips the corresponding number of intermediate layer computations in a balanced manner. Since the Unified Layer Skipping strategy is independent of input samples, it naturally supports popular acceleration techniques such as batch decoding and KV caching, thus demonstrating more practicality for real-world applications. Experimental results on two common tasks, i.e., machine translation and text summarization, indicate that given a target speedup ratio, the Unified Layer Skipping strategy significantly enhances both the inference performance and the actual model throughput over existing dynamic approaches.","Wed, 10 Apr 2024 12:12:07 UTC",": Large Language Models (LLMs), dynamic computation methods, acceleration, decoding process, computational budgets, Unified Layer Skipping strategy, layer-wise representations, performance degeneration, speedup ratio, batch decoding, KV caching, machine translation, text summarization.

한국어 요약: 최근에는 대형 언어 모델(Large Language Models, LLMs)을 가속화하는 동적 계산 방법이 여러 계층의 계산을 건너뛰어 상세한 휴리스틱이나 추가 예측기를 통해 주목할 만한 가속화를 보여주고 있지만, 기존 방법의 디코딩 과정에서는 서로 다른 샘플에게 다른 계산 예산이 할당되어 안정적이고 정확한 가속 효과를 보장할 수 없습니다. 그러므로 저희는 대상 가속 비율에 따라 계산을 건너뛰는 계","['Large Language Models (LLMs)', 'dynamic computation methods', 'acceleration', 'decoding process', 'computational budgets', 'Unified Layer Skipping strategy', 'layer-wise representations', 'performance degeneration', 'speedup ratio', 'batch decoding', 'KV caching', 'machine translation', 'text summarization.']"
89,89,89,MetaCheckGPT -- A Multi-task Hallucination Detector Using LLM Uncertainty and Meta-models,"['Rahul Mehta', 'Andrew Hoblitzell', ""Jack O'Keefe"", 'Hyeju Jang', 'Vasudeva Varma']","Hallucinations in large language models (LLMs) have recently become a significant problem. A recent effort in this direction is a shared task at Semeval 2024 Task 6, SHROOM, a Shared-task on Hallucinations and Related Observable Overgeneration Mistakes. This paper describes our winning solution ranked 1st and 2nd in the 2 sub-tasks of model agnostic and model aware tracks respectively. We propose a meta-regressor framework of LLMs for model evaluation and integration that achieves the highest scores on the leaderboard. We also experiment with various transformer-based models and black box methods like ChatGPT, Vectara, and others. In addition, we perform an error analysis comparing GPT4 against our best model which shows the limitations of the former.","Wed, 10 Apr 2024 11:56:01 UTC","최근 대형 언어 모델에서 발생한 환각 문제에 대한 연구로, Semeval 2024 Task 6인 SHROOM을 통해 모델에 대한 메타-회귀 프레임워크를 제안하고, ChatGPT, Vectara 등의 모델과 GPT4와의 한계를 비교한 논문을 소개합니다.","['Hallucinations', 'large language models', 'Semeval 2024 Task 6', 'SHROOM', 'meta-regressor framework', 'transformer-based models', 'ChatGPT', 'Vectara', 'GPT4', 'model evaluation.']"
90,90,90,GoEX: Perspectives and Designs Towards a Runtime for Autonomous LLM Applications,"['Shishir G. Patil', 'Tianjun Zhang', 'Vivian Fang', 'Noppapon C.', 'Roy Huang', 'Aaron Hao', 'Martin Casado', 'Joseph E. Gonzalez', 'Raluca Ada Popa', 'Ion Stoica']","Large Language Models (LLMs) are evolving beyond their classical role of providing information within dialogue systems to actively engaging with tools and performing actions on real-world applications and services. Today, humans verify the correctness and appropriateness of the LLM-generated outputs (e.g., code, functions, or actions) before putting them into real-world execution. This poses significant challenges as code comprehension is well known to be notoriously difficult. In this paper, we study how humans can efficiently collaborate with, delegate to, and supervise autonomous LLMs in the future. We argue that in many cases, ""post-facto validation"" - verifying the correctness of a proposed action after seeing the output - is much easier than the aforementioned ""pre-facto validation"" setting. The core concept behind enabling a post-facto validation system is the integration of an intuitive undo feature, and establishing a damage confinement for the LLM-generated actions as effective strategies to mitigate the associated risks. Using this, a human can now either revert the effect of an LLM-generated output or be confident that the potential risk is bounded. We believe this is critical to unlock the potential for LLM agents to interact with applications and services with limited (post-facto) human involvement. We describe the design and implementation of our open-source runtime for executing LLM actions, Gorilla Execution Engine (GoEX), and present open research questions towards realizing the goal of LLMs and applications interacting with each other with minimal human supervision. We release GoEX at this https URL.","Wed, 10 Apr 2024 11:17:33 UTC",": Large Language Models (LLMs), post-facto validation, code comprehension, autonomous collaboration, undo feature, damage confinement, Gorilla Execution Engine (GoEX).

한문 요약: 이 연구는 대형 언어 모델이 실제 응용 프로그램 및 서비스에서 도구와 상호 작용하고 실행하는 역할을 넘어 대화 시스템 내에서 정보를 제공하는 전통적인 역할을 발전시키고 있다고 주장하며, 이를 위해 ""사후 검증"" 방식으로 LLM-generated actions의 올바름과 적절성을 보장하기 위한 방법을 연구하고 있음을 설명합니다.","['Large Language Models (LLMs)', 'post-facto validation', 'code comprehension', 'autonomous collaboration', 'undo feature', 'damage confinement', 'Gorilla Execution Engine (GoEX).']"
91,91,91,Superposition Prompting: Improving and Accelerating Retrieval-Augmented Generation,"['Thomas Merth', 'Qichen Fu', 'Mohammad Rastegari', 'Mahyar Najibi']","Despite the successes of large language models (LLMs), they exhibit significant drawbacks, particularly when processing long contexts. Their inference cost scales quadratically with respect to sequence length, making it expensive for deployment in some real-world text processing applications, such as retrieval-augmented generation (RAG). Additionally, LLMs also exhibit the ""distraction phenomenon,"" where irrelevant context in the prompt degrades output quality. To address these drawbacks, we propose a novel RAG prompting methodology, superposition prompting, which can be directly applied to pre-trained transformer-based LLMs without the need for fine-tuning. At a high level, superposition prompting allows the LLM to process input documents in parallel prompt paths, discarding paths once they are deemed irrelevant. We demonstrate the capability of our method to simultaneously enhance time efficiency across a variety of question-answering benchmarks using multiple pre-trained LLMs. Furthermore, our technique significantly improves accuracy when the retrieved context is large relative the context the model was trained on. For example, our approach facilitates an 93x reduction in compute time while improving accuracy by 43\% on the NaturalQuestions-Open dataset with the MPT-7B instruction-tuned model over naive RAG.","Wed, 10 Apr 2024 11:03:17 UTC",이 논문은 대규모 언어 모델의 한계를 극복하기 위해 제안된 새로운 RAG 프롬프팅 방법인 superposition prompting이 병렬 프롬프트 경로를 통해 입력 문서를 처리하여 시간 효율성을 향상시키고 정확도를 향상시키는 데 효과적임을 입증하였습니다.,"['large language models', 'drawbacks', 'inference cost', 'distraction phenomenon', 'superposition prompting', 'transformer-based LLMs', 'time efficiency', 'question-answering benchmarks', 'accuracy improvement.']"
92,92,92,Vision-Language Model-based Physical Reasoning for Robot Liquid Perception,"['Wenqiang Lai', 'Yuan Gao', 'Tin Lun Lam']","There is a growing interest in applying large language models (LLMs) in robotic tasks, due to their remarkable reasoning ability and extensive knowledge learned from vast training corpora. Grounding LLMs in the physical world remains an open challenge as they can only process textual input. Recent advancements in large vision-language models (LVLMs) have enabled a more comprehensive understanding of the physical world by incorporating visual input, which provides richer contextual information than language alone. In this work, we proposed a novel paradigm that leveraged GPT-4V(ision), the state-of-the-art LVLM by OpenAI, to enable embodied agents to perceive liquid objects via image-based environmental feedback. Specifically, we exploited the physical understanding of GPT-4V to interpret the visual representation (e.g., time-series plot) of non-visual feedback (e.g., F/T sensor data), indirectly enabling multimodal perception beyond vision and language using images as proxies. We evaluated our method using 10 common household liquids with containers of various geometry and material. Without any training or fine-tuning, we demonstrated that our method can enable the robot to indirectly perceive the physical response of liquids and estimate their viscosity. We also showed that by jointly reasoning over the visual and physical attributes learned through interactions, our method could recognize liquid objects in the absence of strong visual cues (e.g., container labels with legible text or symbols), increasing the accuracy from 69.0% -- achieved by the best-performing vision-only variant -- to 86.0%.","Wed, 10 Apr 2024 10:49:43 UTC",": large language models, robotic tasks, physical world, vision-language models, GPT-4V, liquid objects, multimodal perception, viscosity, physical attributes, interactions.

한문 요약: 최근의 연구에서는 대규모 언어 모델을 활용하여 로봇 작업에 적용하는 것에 대한 관심이 높아졌으며, 물체를 인식하는 데 이미지를 활용하는 새로운 패러다임이 제안되었습니다.","['large language models', 'robotic tasks', 'physical world', 'vision-language models', 'GPT-4V', 'liquid objects', 'multimodal perception', 'viscosity', 'physical attributes', 'interactions.']"
